RNA Tumor Sample Barcode,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,pValue,Correlation,RMSE,Absolute score (sig.score),aDC,Adipocytes,Astrocytes,B-cells,Basophils,CD4+ memory T-cells,CD4+ naive T-cells,CD4+ T-cells,CD4+ Tcm,CD4+ Tem,CD8+ naive T-cells,CD8+ T-cells,CD8+ Tcm,CD8+ Tem,cDC,Chondrocytes,Class-switched memory B-cells,CLP,CMP,DC,Endothelial cells,Eosinophils,Epithelial cells,Erythrocytes,Fibroblasts,GMP,Hepatocytes,HSC,iDC,Keratinocytes,ly Endothelial cells,Macrophages,Macrophages M1,Macrophages M2,Mast cells,Megakaryocytes,Melanocytes,Memory B-cells,MEP,Mesangial cells,Monocytes,MPP,MSC,mv Endothelial cells,Myocytes,naive B-cells,Neurons,Neutrophils,NK cells,NKT,Osteoblast,pDC,Pericytes,Plasma cells,Platelets,Preadipocytes,pro B-cells,Sebocytes,Skeletal muscle,Smooth muscle,Tgd cells,Th1 cells,Th2 cells,Tregs,ImmuneScore,StromaScore,MicroenvironmentScore
CRC.SW.U0289.N,0.000000 ,0.007373 ,0.150215 ,0.016439 ,0.000000 ,0.151015 ,0.000000 ,0.000000 ,0.001828 ,0.000000 ,0.000000 ,0.020226 ,0.000311 ,0.000000 ,0.000000 ,0.051534 ,0.000000 ,0.003654 ,0.011500 ,0.022537 ,0.000667 ,0.000000 ,0.001000 ,0.466839 ,0.885220 ,0.437300 ,0.000000 ,0.481926 ,0.000000 ,0.124311 ,0.771550 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.053319 ,0.095620 ,0.046968 ,0.000000 ,0.202998 ,0.000000 ,0.230142 ,0.141144 ,0.047942 ,0.031948 ,0.193778 ,0.293766 ,0.545325 ,0.035405 ,0.040801 ,0.000000 ,0.052625 ,0.133456 ,1.401983 ,0.109976 ,0.196001 ,0.000000 ,0.077347 ,0.035903 ,0.196302 ,0.040531 ,0.043705 ,0.092300 ,0.315420 ,0.381625 ,0.000000 ,0.000000 ,0.895500 ,0.116167 ,0.054588 ,0.000000 ,0.035860 ,0.000000 ,0.000000 ,0.926898 ,0.000000 ,0.593605 ,0.239944 ,0.317598 ,0.020952 ,0.137852 ,0.170330 ,0.074640 ,0.225772 ,0.011599 ,0.000000 ,1.463389 ,0.000000 ,0.000000 ,0.494632 ,0.358252 ,0.852884 
CRC.SW.U0289.T,0.000045 ,0.000000 ,0.089245 ,0.045020 ,0.000000 ,0.203163 ,0.000000 ,0.016360 ,0.000000 ,0.000000 ,0.064148 ,0.000000 ,0.000000 ,0.129947 ,0.020978 ,0.108737 ,0.000000 ,0.021781 ,0.000000 ,0.031241 ,0.000000 ,0.009759 ,0.031000 ,0.187504 ,1.011393 ,0.740423 ,0.656687 ,0.059797 ,0.512897 ,0.000000 ,0.318944 ,0.469503 ,0.000000 ,0.160469 ,0.000000 ,0.000000 ,0.225347 ,0.450024 ,0.455452 ,0.110453 ,1.219323 ,0.291122 ,0.000000 ,0.285901 ,0.000000 ,0.320616 ,0.679054 ,0.027671 ,0.023943 ,0.000000 ,0.662964 ,0.000000 ,0.018422 ,1.043924 ,2.608408 ,0.000000 ,0.705230 ,0.266724 ,0.202927 ,0.067742 ,0.117684 ,0.085156 ,0.000000 ,0.000000 ,0.105129 ,0.314967 ,0.068382 ,0.000000 ,0.000000 ,0.330335 ,0.003422 ,0.000000 ,0.024373 ,0.015507 ,0.067274 ,0.166696 ,0.042949 ,0.149387 ,0.598135 ,0.187141 ,0.062197 ,0.431922 ,0.066735 ,0.035148 ,0.082267 ,1.189023 ,0.000000 ,1.185034 ,1.223263 ,0.345065 ,0.996234 ,0.700907 ,1.697141 
CRC.SW.U0290.N,0.055587 ,0.000000 ,0.205105 ,0.052600 ,0.000000 ,0.096581 ,0.000000 ,0.008036 ,0.000000 ,0.000000 ,0.000977 ,0.007039 ,0.007020 ,0.007415 ,0.002586 ,0.107852 ,0.015736 ,0.006533 ,0.079496 ,0.013443 ,0.000000 ,0.027862 ,0.000000 ,0.524481 ,0.853045 ,0.693867 ,0.000000 ,0.658293 ,0.232680 ,0.792218 ,0.411503 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.054937 ,0.156409 ,0.207258 ,0.000000 ,1.117541 ,0.169540 ,0.302231 ,0.000000 ,0.055874 ,0.183319 ,0.295521 ,0.319954 ,0.291118 ,0.000000 ,0.974331 ,0.000000 ,0.028095 ,0.304353 ,2.797094 ,0.047376 ,0.277751 ,0.104481 ,0.063504 ,0.274492 ,0.251909 ,0.101516 ,0.059555 ,0.201241 ,0.231013 ,0.511989 ,0.329792 ,0.000000 ,0.304093 ,0.121214 ,0.049331 ,0.126374 ,0.052378 ,0.221378 ,0.000000 ,0.158942 ,0.068286 ,0.541603 ,0.352712 ,0.458547 ,0.016330 ,0.618759 ,0.122456 ,0.024304 ,0.063307 ,0.608803 ,0.000000 ,0.206804 ,1.060095 ,0.000000 ,1.572974 ,0.964072 ,2.537046 
CRC.SW.U0290.T,0.020380 ,0.000000 ,0.132692 ,0.008529 ,0.000000 ,0.197332 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.032482 ,0.000000 ,0.003780 ,0.063548 ,0.004719 ,0.040609 ,0.004315 ,0.002008 ,0.005425 ,0.027286 ,0.000000 ,0.000000 ,0.003000 ,0.393801 ,0.921238 ,0.543105 ,0.112208 ,0.034684 ,0.145130 ,0.499801 ,0.000000 ,0.796395 ,0.145088 ,0.278163 ,0.000000 ,0.468651 ,0.083289 ,0.258725 ,0.196756 ,0.030366 ,1.077638 ,0.267291 ,0.208039 ,0.222179 ,0.051343 ,0.193697 ,0.560668 ,0.056151 ,0.243558 ,0.005015 ,0.795717 ,0.083015 ,0.000000 ,1.131820 ,0.546350 ,0.010793 ,0.395511 ,0.131987 ,0.068179 ,0.102986 ,0.136856 ,0.015409 ,0.035988 ,0.058817 ,0.209564 ,0.261502 ,0.000000 ,0.000000 ,0.006039 ,0.200225 ,0.016839 ,0.026230 ,0.011822 ,0.000000 ,0.000000 ,0.512252 ,0.067811 ,0.225542 ,0.353720 ,0.224933 ,0.001245 ,0.000000 ,0.000000 ,0.161668 ,0.016369 ,1.453789 ,0.000000 ,0.719010 ,0.677430 ,0.209987 ,1.036920 ,0.695534 ,1.732454 
CRC.SW.U0291.T,0.010292 ,0.041466 ,0.169036 ,0.019606 ,0.000000 ,0.167441 ,0.012638 ,0.000000 ,0.018895 ,0.000000 ,0.021254 ,0.000000 ,0.000000 ,0.097637 ,0.004695 ,0.106818 ,0.000000 ,0.015755 ,0.048039 ,0.009209 ,0.000000 ,0.002080 ,0.001000 ,0.441123 ,0.897412 ,0.744861 ,0.635130 ,0.321470 ,0.199260 ,1.513703 ,0.067767 ,0.686194 ,0.248693 ,0.236448 ,0.143345 ,0.276546 ,0.364990 ,0.625724 ,0.327664 ,0.000000 ,1.685803 ,0.029394 ,0.526250 ,0.266655 ,0.080379 ,0.457508 ,0.190943 ,0.424483 ,0.105223 ,0.021405 ,0.439702 ,0.074728 ,0.016569 ,1.318157 ,2.159234 ,0.006059 ,0.280829 ,0.183391 ,0.118826 ,0.114163 ,0.285269 ,0.034685 ,0.024849 ,0.478755 ,0.354986 ,0.196842 ,0.080135 ,0.000000 ,0.529319 ,0.060113 ,0.101932 ,0.262602 ,0.077223 ,0.000000 ,0.000000 ,0.143553 ,0.027584 ,0.423634 ,0.273803 ,0.432023 ,0.000000 ,0.405660 ,0.148948 ,0.014541 ,0.108702 ,0.721523 ,0.000000 ,0.635162 ,0.034600 ,0.287984 ,2.537774 ,0.476057 ,3.013832 
CRC.SW.U0292.T,0.000000 ,0.002221 ,0.021750 ,0.037956 ,0.000000 ,0.140032 ,0.021007 ,0.018299 ,0.001765 ,0.000000 ,0.037029 ,0.000000 ,0.009940 ,0.046009 ,0.009740 ,0.027706 ,0.000399 ,0.023467 ,0.000000 ,0.092430 ,0.003898 ,0.000000 ,0.130000 ,0.081119 ,1.066028 ,0.493647 ,0.624245 ,0.003605 ,0.000000 ,0.038340 ,0.000000 ,0.720122 ,0.000000 ,0.283502 ,0.000000 ,0.208118 ,0.121779 ,0.373331 ,0.668152 ,0.039914 ,0.094215 ,0.009408 ,0.048404 ,0.660368 ,0.000000 ,0.030000 ,0.290805 ,0.000000 ,0.131301 ,0.000000 ,0.032461 ,0.000000 ,0.000000 ,0.581528 ,0.000000 ,0.056156 ,0.304324 ,0.289440 ,0.135613 ,0.220061 ,0.043766 ,0.032787 ,0.044146 ,0.000000 ,0.155893 ,0.048796 ,0.064321 ,0.000000 ,0.000000 ,0.118369 ,0.000000 ,0.000000 ,0.006037 ,0.008457 ,0.001490 ,0.386218 ,0.315602 ,0.110801 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.052283 ,0.000000 ,1.441664 ,0.000000 ,1.461680 ,1.322602 ,0.233878 ,0.755099 ,0.163435 ,0.918534 
CRC.SW.U0293.T,0.025153 ,0.000000 ,0.053993 ,0.000000 ,0.000000 ,0.167405 ,0.000156 ,0.028361 ,0.000000 ,0.000000 ,0.014698 ,0.000000 ,0.001250 ,0.011442 ,0.011005 ,0.057153 ,0.004738 ,0.016731 ,0.001204 ,0.018645 ,0.002576 ,0.000000 ,0.014000 ,0.266464 ,0.979401 ,0.414509 ,0.000000 ,0.000000 ,0.000000 ,0.029265 ,0.037107 ,0.348549 ,0.021284 ,0.096485 ,0.001643 ,0.182106 ,0.203037 ,0.107430 ,0.000000 ,0.000000 ,0.820807 ,0.000000 ,0.019611 ,1.120506 ,0.000000 ,0.064713 ,0.267075 ,0.000000 ,0.044525 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.845207 ,0.604010 ,0.002185 ,0.166897 ,0.000000 ,0.000000 ,0.008011 ,0.003537 ,0.007344 ,0.012637 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.040438 ,0.054570 ,0.000000 ,0.039728 ,0.000000 ,0.000000 ,0.207806 ,0.251119 ,0.195432 ,0.000000 ,0.193796 ,0.041063 ,0.229400 ,0.000000 ,0.036983 ,0.000000 ,1.988847 ,0.000000 ,0.684528 ,0.321646 ,0.118207 ,0.200954 ,0.133538 ,0.334491 
CRC.SW.U0294.T,0.005372 ,0.000000 ,0.047413 ,0.000000 ,0.000000 ,0.099705 ,0.000000 ,0.006997 ,0.011483 ,0.000000 ,0.025962 ,0.000000 ,0.003262 ,0.034205 ,0.000099 ,0.023169 ,0.002965 ,0.005359 ,0.000000 ,0.025444 ,0.000075 ,0.001868 ,0.015000 ,0.246449 ,0.987103 ,0.293378 ,0.000000 ,0.031988 ,0.000000 ,0.000000 ,0.322098 ,0.285200 ,0.000000 ,0.005841 ,0.000000 ,0.000000 ,0.207444 ,0.145862 ,0.000000 ,0.000000 ,0.197516 ,0.020304 ,0.018583 ,1.308446 ,0.000000 ,0.031175 ,0.358671 ,0.000000 ,0.121504 ,0.049822 ,0.000000 ,0.000000 ,0.000711 ,0.689279 ,0.230410 ,0.032521 ,0.227243 ,0.018603 ,0.003714 ,0.024025 ,0.036762 ,0.038806 ,0.014938 ,0.000000 ,0.117868 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.078665 ,0.103270 ,0.000000 ,0.042947 ,0.000000 ,0.000000 ,0.263405 ,0.486913 ,0.036402 ,0.000000 ,0.011621 ,0.000000 ,0.000000 ,0.117043 ,0.035861 ,0.075032 ,1.515858 ,0.000000 ,0.720387 ,0.513934 ,0.000000 ,0.158829 ,0.195329 ,0.354158 
CRC.SW.U0295.T,0.078414 ,0.000000 ,0.118522 ,0.068050 ,0.000000 ,0.269717 ,0.019794 ,0.018842 ,0.000000 ,0.000000 ,0.021709 ,0.000000 ,0.000000 ,0.013848 ,0.046185 ,0.148079 ,0.000000 ,0.012650 ,0.115593 ,0.000000 ,0.002099 ,0.007295 ,0.008000 ,0.309619 ,0.955790 ,0.940799 ,0.000000 ,0.039944 ,0.729079 ,1.470613 ,0.236708 ,0.548507 ,0.099989 ,0.165810 ,0.131527 ,0.000000 ,0.217133 ,0.689624 ,0.595147 ,0.000000 ,0.583380 ,0.529187 ,0.362586 ,0.003648 ,0.138544 ,0.171173 ,0.512356 ,0.493763 ,0.099608 ,0.015307 ,0.948790 ,0.113150 ,0.032575 ,1.243258 ,2.416366 ,0.021562 ,0.598773 ,0.013056 ,0.049783 ,0.068153 ,0.296825 ,0.048562 ,0.097056 ,0.329667 ,0.188350 ,0.511845 ,0.000000 ,0.000000 ,0.000000 ,0.090883 ,0.056093 ,0.366470 ,0.108647 ,0.000000 ,0.021918 ,0.256739 ,0.000000 ,0.108198 ,0.201546 ,0.249173 ,0.067207 ,0.459448 ,0.108137 ,0.032940 ,0.034780 ,0.793692 ,0.000000 ,0.105835 ,0.755540 ,0.528473 ,2.215188 ,0.750545 ,2.965733 
CRC.SW.U0296.T,0.000000 ,0.000067 ,0.118536 ,0.012006 ,0.000000 ,0.201732 ,0.004224 ,0.004872 ,0.004508 ,0.000000 ,0.018770 ,0.000000 ,0.000000 ,0.072783 ,0.024976 ,0.115432 ,0.000000 ,0.017531 ,0.044097 ,0.034580 ,0.008799 ,0.011729 ,0.013000 ,0.279671 ,0.967385 ,0.694643 ,0.489900 ,0.249575 ,0.300165 ,0.661969 ,0.039495 ,0.716415 ,0.289929 ,0.294343 ,0.020511 ,0.000000 ,0.015862 ,0.252196 ,0.194438 ,0.000000 ,1.157143 ,0.284987 ,0.310750 ,0.133823 ,0.000000 ,0.222831 ,0.499522 ,0.210143 ,0.066590 ,0.008010 ,0.470047 ,0.361593 ,0.013851 ,0.933239 ,2.066499 ,0.015163 ,0.435632 ,0.228342 ,0.177571 ,0.023815 ,0.210015 ,0.078953 ,0.000000 ,0.074607 ,0.236753 ,0.303226 ,0.015102 ,0.000000 ,0.000000 ,0.141614 ,0.000000 ,0.166594 ,0.008840 ,0.038795 ,0.050650 ,0.596762 ,0.010559 ,0.300770 ,0.141826 ,0.143009 ,0.000000 ,0.000000 ,0.000000 ,0.022201 ,0.000000 ,1.338286 ,0.000000 ,0.538795 ,1.011148 ,0.288525 ,1.456258 ,0.609572 ,2.065830 
CRC.SW.U0297.T,0.050691 ,0.000000 ,0.171989 ,0.005966 ,0.000000 ,0.217736 ,0.005056 ,0.056820 ,0.011711 ,0.000000 ,0.018269 ,0.000000 ,0.007170 ,0.034707 ,0.019875 ,0.088120 ,0.012702 ,0.022920 ,0.016906 ,0.002648 ,0.003089 ,0.000688 ,0.002000 ,0.419457 ,0.907911 ,0.747065 ,0.205334 ,0.000000 ,1.060680 ,1.393702 ,0.162708 ,0.847448 ,0.235104 ,0.304891 ,0.164423 ,0.121837 ,0.200373 ,0.174257 ,0.130355 ,0.000000 ,1.264938 ,0.444596 ,0.341733 ,0.079741 ,0.078923 ,0.296834 ,0.130605 ,0.115856 ,0.184447 ,0.005562 ,0.609746 ,0.000000 ,0.005732 ,0.998493 ,2.226081 ,0.090748 ,0.141664 ,0.000000 ,0.059005 ,0.000000 ,0.200132 ,0.047892 ,0.015652 ,0.368816 ,0.114064 ,0.439916 ,0.000000 ,0.000000 ,0.000000 ,0.003286 ,0.046388 ,0.241852 ,0.081965 ,0.000000 ,0.000000 ,0.357467 ,0.000000 ,0.333449 ,0.550358 ,0.364499 ,0.020346 ,0.000000 ,0.080478 ,0.162254 ,0.013494 ,1.231176 ,0.000000 ,0.248871 ,0.730931 ,0.320894 ,1.657115 ,0.370175 ,2.027290 
CRC.SW.U0298.T,0.014280 ,0.000000 ,0.158965 ,0.003408 ,0.000000 ,0.141217 ,0.011061 ,0.013746 ,0.000148 ,0.000000 ,0.017735 ,0.000000 ,0.001405 ,0.018708 ,0.008425 ,0.021000 ,0.000000 ,0.008714 ,0.000000 ,0.024396 ,0.005946 ,0.007228 ,0.001000 ,0.491072 ,0.870904 ,0.456381 ,0.009724 ,0.024911 ,0.000000 ,1.285950 ,0.923238 ,0.460535 ,0.000000 ,0.068416 ,0.177675 ,0.004326 ,0.198354 ,0.188640 ,0.000000 ,0.000000 ,0.950143 ,0.000000 ,0.279787 ,0.877150 ,0.006154 ,0.108960 ,0.015506 ,0.294342 ,0.128735 ,0.078506 ,0.000000 ,0.110298 ,0.000000 ,0.622009 ,1.350397 ,0.011748 ,0.090848 ,0.000000 ,0.000000 ,0.000000 ,0.100492 ,0.212773 ,0.077488 ,0.400908 ,0.080144 ,0.039024 ,0.000000 ,0.000000 ,0.390958 ,0.000000 ,0.119835 ,0.181922 ,0.121127 ,0.000000 ,0.000000 ,0.634241 ,0.092089 ,0.356549 ,0.000000 ,0.378066 ,0.056576 ,0.028237 ,0.548095 ,0.071456 ,0.225189 ,0.891110 ,0.000000 ,0.460390 ,0.586220 ,0.258839 ,1.364533 ,0.020209 ,1.384742 
CRC.SW.U0299.N,0.034028 ,0.000000 ,0.209109 ,0.052506 ,0.000000 ,0.119159 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.015781 ,0.000000 ,0.013704 ,0.005067 ,0.001144 ,0.098791 ,0.012428 ,0.013424 ,0.068831 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.530424 ,0.849343 ,0.643973 ,0.243310 ,0.079550 ,0.149454 ,0.740196 ,0.600592 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.122350 ,0.044616 ,0.004307 ,0.000000 ,1.654266 ,0.000000 ,0.517976 ,0.046632 ,0.076097 ,0.268000 ,0.118447 ,0.281055 ,0.394959 ,0.000000 ,0.426318 ,0.000000 ,0.022611 ,0.549521 ,2.194581 ,0.069331 ,0.069065 ,0.158364 ,0.101837 ,0.253972 ,0.269234 ,0.040112 ,0.087294 ,0.258872 ,0.411296 ,0.427111 ,0.000000 ,0.000000 ,0.362915 ,0.088291 ,0.028959 ,0.100160 ,0.024347 ,0.000000 ,0.000000 ,0.725681 ,0.025973 ,0.445663 ,0.144436 ,0.358958 ,0.000000 ,0.163373 ,0.123307 ,0.053016 ,0.070844 ,0.393900 ,0.000000 ,1.389196 ,0.276702 ,0.000000 ,1.174310 ,0.312158 ,1.486468 
CRC.SW.U0299.T,0.006145 ,0.000000 ,0.136696 ,0.020481 ,0.000000 ,0.094531 ,0.004278 ,0.001681 ,0.003353 ,0.000000 ,0.003022 ,0.000000 ,0.000684 ,0.009295 ,0.000000 ,0.051512 ,0.000000 ,0.008621 ,0.016742 ,0.007866 ,0.000000 ,0.000742 ,0.000000 ,0.516154 ,0.856554 ,0.365649 ,0.000000 ,0.000000 ,0.000000 ,0.136450 ,0.356073 ,0.114368 ,0.000000 ,0.000000 ,0.058124 ,0.012189 ,0.146176 ,0.187769 ,0.000000 ,0.000000 ,0.291430 ,0.000000 ,0.227482 ,0.697253 ,0.000000 ,0.008985 ,0.027198 ,0.001887 ,0.258722 ,0.018127 ,0.000000 ,0.000000 ,0.000000 ,0.419993 ,0.452356 ,0.170007 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.151766 ,0.019603 ,0.037645 ,0.000000 ,0.162720 ,0.045290 ,0.000000 ,0.000000 ,0.101073 ,0.000000 ,0.140070 ,0.000000 ,0.031882 ,0.000000 ,0.000000 ,0.425198 ,0.146999 ,0.379400 ,0.000000 ,0.205742 ,0.153961 ,0.000000 ,0.181129 ,0.161497 ,0.086561 ,1.095231 ,0.000000 ,0.328462 ,0.363723 ,0.000000 ,0.324570 ,0.013599 ,0.338170 
CRC.SW.U0300.T,0.008959 ,0.000000 ,0.040841 ,0.051434 ,0.000000 ,0.098953 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.016752 ,0.000000 ,0.000000 ,0.008010 ,0.002510 ,0.075716 ,0.000000 ,0.004034 ,0.030025 ,0.012031 ,0.000000 ,0.000000 ,0.020000 ,0.222662 ,0.995832 ,0.349264 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.149082 ,0.206827 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.248222 ,0.196841 ,0.194687 ,0.000000 ,0.806218 ,0.000000 ,0.000000 ,1.581893 ,0.000000 ,0.133398 ,0.101793 ,0.146426 ,0.414597 ,0.028132 ,0.000000 ,0.000000 ,0.000000 ,0.475950 ,2.167476 ,0.093186 ,0.042071 ,0.004799 ,0.000000 ,0.052612 ,0.237886 ,0.026607 ,0.025599 ,0.000000 ,0.234539 ,0.054169 ,0.000000 ,0.000000 ,0.403299 ,0.031773 ,0.103971 ,0.000000 ,0.010124 ,0.000000 ,0.000000 ,0.125792 ,0.056460 ,0.306336 ,0.000000 ,0.039076 ,0.085760 ,0.000000 ,0.166720 ,0.049730 ,0.042198 ,1.456149 ,0.000000 ,0.452147 ,0.865256 ,0.000000 ,0.479566 ,0.050896 ,0.530463 
CRC.SW.U0302.T,0.001013 ,0.000000 ,0.138254 ,0.017320 ,0.000000 ,0.165265 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.009716 ,0.000000 ,0.003416 ,0.006541 ,0.006263 ,0.048172 ,0.005181 ,0.001578 ,0.008773 ,0.013337 ,0.000000 ,0.000000 ,0.001000 ,0.437933 ,0.900823 ,0.424828 ,0.000000 ,0.000000 ,0.000000 ,0.570394 ,0.000000 ,0.411523 ,0.000000 ,0.114526 ,0.000000 ,0.354777 ,0.226765 ,0.308677 ,0.194687 ,0.000000 ,0.289314 ,0.000000 ,0.312567 ,0.823236 ,0.000000 ,0.006071 ,0.053439 ,0.061475 ,0.199165 ,0.009734 ,0.000000 ,0.000000 ,0.000000 ,0.122853 ,0.279649 ,0.053550 ,0.014511 ,0.063518 ,0.000000 ,0.065760 ,0.129178 ,0.009024 ,0.000000 ,0.054761 ,0.124334 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.021093 ,0.038250 ,0.000000 ,0.002927 ,0.000000 ,0.000000 ,0.173709 ,0.216525 ,0.164695 ,0.000000 ,0.243456 ,0.018035 ,0.352248 ,0.054871 ,0.029724 ,0.000000 ,1.769258 ,0.000000 ,0.473714 ,0.494048 ,0.058248 ,0.835893 ,0.026719 ,0.862613 
CRC.SW.U0303.T,0.161007 ,0.000000 ,0.185144 ,0.057254 ,0.000000 ,0.225940 ,0.000000 ,0.023311 ,0.000270 ,0.000000 ,0.027222 ,0.000000 ,0.000000 ,0.100864 ,0.066234 ,0.060459 ,0.000000 ,0.000000 ,0.000000 ,0.178615 ,0.000000 ,0.059469 ,0.003000 ,0.397541 ,0.918568 ,1.145789 ,0.000000 ,0.715809 ,0.619860 ,1.549442 ,0.000000 ,0.486740 ,0.183021 ,0.138864 ,0.000000 ,0.000000 ,0.036910 ,0.538919 ,0.662684 ,0.061444 ,1.458404 ,0.360310 ,0.363968 ,0.213916 ,0.018838 ,0.226335 ,0.601109 ,0.142367 ,0.116703 ,0.008159 ,0.828498 ,0.191727 ,0.000000 ,1.602378 ,2.458238 ,0.103765 ,0.565914 ,0.000000 ,0.000000 ,0.012498 ,0.195662 ,0.147190 ,0.000000 ,0.371775 ,0.257593 ,0.483263 ,0.337129 ,0.000000 ,0.000000 ,0.230734 ,0.000000 ,0.382600 ,0.027250 ,0.210790 ,0.000000 ,0.049143 ,0.000000 ,0.191340 ,0.359630 ,0.234478 ,0.000000 ,1.053955 ,0.012034 ,0.055832 ,0.000000 ,1.330109 ,0.000000 ,0.321901 ,1.333741 ,0.000000 ,2.226338 ,1.072708 ,3.299046 
CRC.SW.U0304.T,0.000662 ,0.000000 ,0.237106 ,0.001423 ,0.000000 ,0.073909 ,0.000000 ,0.000000 ,0.007931 ,0.000000 ,0.015852 ,0.000000 ,0.000000 ,0.022986 ,0.000000 ,0.052842 ,0.000000 ,0.015020 ,0.004238 ,0.000000 ,0.000000 ,0.002981 ,0.000000 ,0.646002 ,0.763847 ,0.434948 ,0.000000 ,0.000000 ,0.000000 ,0.963204 ,0.421427 ,0.060408 ,0.000000 ,0.000000 ,0.177149 ,0.025838 ,0.072562 ,0.000000 ,0.000000 ,0.000000 ,0.204070 ,0.000000 ,0.381098 ,0.542362 ,0.000000 ,0.054659 ,0.000000 ,0.076680 ,0.227848 ,0.016429 ,0.000000 ,0.000000 ,0.022658 ,0.574030 ,0.733784 ,0.132758 ,0.000000 ,0.000000 ,0.000000 ,0.079067 ,0.075366 ,0.087915 ,0.035768 ,0.292406 ,0.094527 ,0.223666 ,0.000000 ,0.000000 ,0.292112 ,0.000000 ,0.121754 ,0.000000 ,0.027971 ,0.000000 ,0.000000 ,0.218295 ,0.185342 ,0.184168 ,0.467396 ,0.442964 ,0.082853 ,0.000000 ,0.246481 ,0.103744 ,0.133052 ,1.134125 ,0.000000 ,0.684105 ,0.009377 ,0.172078 ,0.779939 ,0.000000 ,0.779939 
CRC.SW.U0305.T,0.024343 ,0.000000 ,0.218795 ,0.032064 ,0.000000 ,0.074106 ,0.015849 ,0.046221 ,0.023695 ,0.000000 ,0.010955 ,0.000000 ,0.000000 ,0.059580 ,0.025557 ,0.107290 ,0.000000 ,0.032097 ,0.035879 ,0.009424 ,0.000000 ,0.000000 ,0.001000 ,0.498428 ,0.867454 ,0.715856 ,1.116527 ,0.065631 ,0.559016 ,0.725872 ,0.000000 ,0.164765 ,0.028667 ,0.083952 ,0.000000 ,0.000000 ,0.213221 ,0.499220 ,0.291316 ,0.051621 ,0.736596 ,0.223779 ,0.280243 ,0.234194 ,0.070042 ,0.197610 ,0.168298 ,0.054466 ,0.007885 ,0.002007 ,1.373861 ,0.187728 ,0.006883 ,0.560230 ,1.237737 ,0.000000 ,0.189154 ,0.221151 ,0.257602 ,0.065224 ,0.199402 ,0.000000 ,0.049989 ,0.172720 ,0.297523 ,0.157633 ,0.032564 ,0.000000 ,0.104600 ,0.069190 ,0.006237 ,0.005588 ,0.048767 ,0.000000 ,0.000000 ,0.402234 ,0.176535 ,0.242588 ,0.892466 ,0.436919 ,0.000000 ,0.377495 ,0.027942 ,0.012640 ,0.028930 ,0.945836 ,0.000000 ,1.086950 ,0.960546 ,0.107293 ,1.342825 ,0.803895 ,2.146720 
CRC.SW.U0306.T,0.011081 ,0.000000 ,0.025679 ,0.000000 ,0.000000 ,0.101444 ,0.000000 ,0.010847 ,0.000000 ,0.000000 ,0.024956 ,0.000000 ,0.000000 ,0.070147 ,0.013365 ,0.031979 ,0.000000 ,0.015047 ,0.000000 ,0.048199 ,0.000000 ,0.044003 ,0.067000 ,0.128694 ,1.036700 ,0.396746 ,0.000000 ,0.030164 ,0.000000 ,0.000000 ,0.513248 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.013830 ,0.000000 ,0.000000 ,0.000000 ,0.165579 ,0.196013 ,0.033804 ,0.997866 ,0.000000 ,0.000000 ,0.605103 ,0.000000 ,0.052368 ,0.000000 ,0.449188 ,0.000000 ,0.046715 ,1.392128 ,0.359024 ,0.025660 ,0.579735 ,0.255761 ,0.090088 ,0.200009 ,0.006978 ,0.042453 ,0.102034 ,0.000000 ,0.000000 ,0.170318 ,0.206325 ,0.000000 ,0.000000 ,0.236583 ,0.078169 ,0.000000 ,0.031424 ,0.321106 ,0.000000 ,0.563458 ,0.205074 ,0.063166 ,0.282190 ,0.065280 ,0.000000 ,0.000000 ,0.000000 ,0.046712 ,0.112223 ,1.390165 ,0.000000 ,0.242833 ,0.000000 ,0.000000 ,0.526780 ,0.542227 ,1.069007 
